<<<<<<< HEAD:data/litcoin.csv
Date,Open,High,Low,Close,Adj Close,Volume,Ticker
5/24/2016,3.96388,3.9846,3.93887,3.95141,3.95141,1742000,litcoin
5/25/2016,3.95081,4.04566,3.94757,4.04566,4.04566,2765530,litcoin
5/26/2016,4.04526,4.10451,4.02687,4.08247,4.08247,2530850,litcoin
5/27/2016,4.08942,4.68327,4.08726,4.50133,4.50133,10821100,litcoin
5/28/2016,4.51095,4.8333,4.50653,4.70068,4.70068,11564700,litcoin
5/29/2016,4.68873,4.86499,4.57967,4.60962,4.60962,7351420,litcoin
5/30/2016,4.63264,4.70275,4.58507,4.67087,4.67087,3805050,litcoin
5/31/2016,4.6876,4.74944,4.60479,4.65039,4.65039,5187600,litcoin
6/1/2016,4.65329,4.77331,4.62104,4.74099,4.74099,4577160,litcoin
6/2/2016,4.74465,4.75948,4.67956,4.71505,4.71505,2121360,litcoin
6/3/2016,4.71958,4.86572,4.70556,4.86097,4.86097,4061990,litcoin
6/4/2016,4.86319,4.90247,4.77022,4.80804,4.80804,3214800,litcoin
6/5/2016,4.79843,4.84259,4.78622,4.81291,4.81291,2257820,litcoin
6/6/2016,4.81446,4.96647,4.81036,4.95916,4.95916,2993510,litcoin
6/7/2016,4.95482,4.98021,4.7225,4.77078,4.77078,3881380,litcoin
6/8/2016,4.77429,4.78693,4.68962,4.74817,4.74817,3507640,litcoin
6/9/2016,4.77788,4.77934,4.67478,4.69312,4.69312,6438540,litcoin
6/10/2016,4.752,4.84952,4.71315,4.84,4.84,6975970,litcoin
6/11/2016,4.88234,5.01398,4.84037,5.01398,5.01398,10294700,litcoin
6/12/2016,5.0673,5.45544,5.04659,5.33358,5.33358,13753200,litcoin
6/13/2016,5.41465,5.54153,5.15863,5.29032,5.29032,8668280,litcoin
6/14/2016,5.30518,5.30693,5.09736,5.20402,5.20402,8488220,litcoin
6/15/2016,5.2231,5.24203,5.10873,5.23978,5.23978,3917000,litcoin
6/16/2016,5.25305,5.66079,5.25305,5.66079,5.66079,9930590,litcoin
6/17/2016,5.67243,5.94637,5.28094,5.59327,5.59327,12383200,litcoin
6/18/2016,5.60399,5.69399,5.48894,5.55995,5.55995,7878070,litcoin
6/19/2016,5.56037,5.62646,5.50741,5.59378,5.59378,3760240,litcoin
6/20/2016,5.62519,5.62519,5.2692,5.29454,5.29454,4154880,litcoin
6/21/2016,5.27355,5.28646,4.69582,4.82175,4.82175,11984800,litcoin
6/22/2016,4.82753,4.91902,3.88086,3.9107,3.9107,11522400,litcoin
6/23/2016,3.91814,3.94629,3.46607,3.85051,3.85051,11138900,litcoin
6/24/2016,3.85183,4.32941,3.84719,4.2791,4.2791,9364750,litcoin
6/25/2016,4.2746,4.43571,3.92484,4.23307,4.23307,6057000,litcoin
6/26/2016,4.24301,4.24301,3.97156,4.07431,4.07431,4480920,litcoin
6/27/2016,4.05153,4.15502,4.02835,4.11985,4.11985,2749620,litcoin
6/28/2016,4.13775,4.18262,4.06678,4.10066,4.10066,2867420,litcoin
6/29/2016,4.10169,4.10169,4.03014,4.06188,4.06188,2211450,litcoin
6/30/2016,4.07738,4.21044,4.04471,4.1935,4.1935,2864910,litcoin
7/1/2016,4.19349,4.33394,4.17602,4.25597,4.25597,6987180,litcoin
7/2/2016,4.27777,4.60776,4.24099,4.58992,4.58992,16646200,litcoin
7/3/2016,4.66093,4.66093,4.18537,4.25329,4.25329,7659710,litcoin
7/4/2016,4.27269,4.54056,4.21372,4.54056,4.54056,5062640,litcoin
7/5/2016,4.55779,4.55779,4.35745,4.45228,4.45228,4707390,litcoin
7/6/2016,4.46446,4.50738,4.42191,4.46822,4.46822,3238960,litcoin
7/7/2016,4.49656,4.52615,3.95399,4.11188,4.11188,6277860,litcoin
7/8/2016,4.11567,4.22621,4.07517,4.21991,4.21991,5033530,litcoin
7/9/2016,4.23739,4.23739,3.97079,4.16307,4.16307,6256370,litcoin
7/10/2016,4.12157,4.15027,4.06326,4.09983,4.09983,3039620,litcoin
7/11/2016,4.12118,4.19105,4.0613,4.08544,4.08544,3282920,litcoin
7/12/2016,4.09219,4.21174,4.08813,4.15328,4.15328,2734250,litcoin
7/13/2016,4.16283,4.18174,4.13341,4.13855,4.13855,2215370,litcoin
7/14/2016,4.14098,4.17535,4.12357,4.14846,4.14846,1663660,litcoin
7/15/2016,4.15446,4.18084,4.14716,4.15977,4.15977,1668020,litcoin
7/16/2016,4.15271,4.1648,4.11445,4.13267,4.13267,1378140,litcoin
7/17/2016,4.13772,4.20864,4.13077,4.18989,4.18989,2155230,litcoin
7/18/2016,4.19939,4.20444,4.13835,4.14822,4.14822,1577810,litcoin
7/19/2016,4.15275,4.16601,4.13846,4.14916,4.14916,1563330,litcoin
7/20/2016,4.14999,4.16287,4.11248,4.12506,4.12506,1908710,litcoin
7/21/2016,4.13319,4.13929,4.11169,4.12023,4.12023,1422410,litcoin
7/22/2016,4.12578,4.14199,4.02618,4.03829,4.03829,2677970,litcoin
7/23/2016,4.0426,4.06407,4.03047,4.057,4.057,1568890,litcoin
7/24/2016,4.06375,4.08408,4.03787,4.07067,4.07067,1839420,litcoin
7/25/2016,4.07262,4.0757,4.03045,4.03204,4.03204,1535980,litcoin
7/26/2016,4.03719,4.04606,3.93099,3.97024,3.97024,2545920,litcoin
7/27/2016,3.96491,3.98635,3.93471,3.95589,3.95589,1847300,litcoin
7/28/2016,3.96576,3.98953,3.96388,3.96774,3.96774,1728410,litcoin
7/29/2016,3.97479,4.0961,3.95818,4.07744,4.07744,1744370,litcoin
7/30/2016,4.08266,4.09432,4.05967,4.06181,4.06181,1388580,litcoin
7/31/2016,4.07958,4.08376,3.97025,4.01382,4.01382,1921460,litcoin
8/1/2016,4.06291,4.06291,3.86342,3.86342,3.86342,1991690,litcoin
8/2/2016,3.87169,3.88769,3.51913,3.63958,3.63958,5039290,litcoin
8/3/2016,3.63943,3.73648,3.59177,3.71923,3.71923,2875880,litcoin
8/4/2016,3.71197,3.75256,3.70742,3.74845,3.74845,1593350,litcoin
8/5/2016,3.74201,3.74201,3.69911,3.72904,3.72904,1162030,litcoin
8/6/2016,3.72116,3.77094,3.69517,3.76018,3.76018,1371060,litcoin
8/7/2016,3.75868,3.81002,3.74597,3.78032,3.78032,1335400,litcoin
8/8/2016,3.77451,3.79781,3.74781,3.78551,3.78551,1379300,litcoin
8/9/2016,3.78284,3.78485,3.74234,3.75975,3.75975,1878160,litcoin
8/10/2016,3.76176,3.80734,3.7195,3.72242,3.72242,1656370,litcoin
8/11/2016,3.71741,3.74735,3.64016,3.74217,3.74217,2374230,litcoin
8/12/2016,3.73846,3.75039,3.68547,3.70935,3.70935,2025430,litcoin
8/13/2016,3.70867,3.7546,3.68415,3.71441,3.71441,2473190,litcoin
8/14/2016,3.71571,3.72246,3.61257,3.65021,3.65021,2655030,litcoin
8/15/2016,3.64829,3.68247,3.56978,3.57708,3.57708,3314040,litcoin
8/16/2016,3.58503,3.64793,3.58195,3.63772,3.63772,2302180,litcoin
8/17/2016,3.64511,3.64873,3.59291,3.59944,3.59944,1830120,litcoin
8/18/2016,3.6028,3.64157,3.6028,3.60712,3.60712,1645410,litcoin
8/19/2016,3.61098,3.62465,3.59876,3.60409,3.60409,1433570,litcoin
8/20/2016,3.608,3.62634,3.59959,3.61556,3.61556,1642330,litcoin
8/21/2016,3.61941,3.62654,3.60346,3.61507,3.61507,1321380,litcoin
8/22/2016,3.61742,3.66208,3.60452,3.65726,3.65726,2685030,litcoin
8/23/2016,3.66442,4.00517,3.6599,3.93073,3.93073,12154100,litcoin
8/24/2016,3.92881,3.94796,3.83992,3.85505,3.85505,4425210,litcoin
8/25/2016,3.85649,3.87121,3.77677,3.80207,3.80207,3206370,litcoin
8/26/2016,3.80192,3.84735,3.79237,3.82638,3.82638,2392690,litcoin
8/27/2016,3.82494,3.83059,3.72654,3.73677,3.73677,6505780,litcoin
8/28/2016,3.73608,3.75711,3.73169,3.73983,3.73983,2380150,litcoin
8/29/2016,3.73766,3.78583,3.73766,3.75952,3.75952,2610000,litcoin
8/30/2016,3.76752,3.82379,3.75331,3.80406,3.80406,2315030,litcoin
8/31/2016,3.80607,3.81357,3.78106,3.79744,3.79744,1678550,litcoin
9/1/2016,3.79563,3.85226,3.79045,3.83201,3.83201,2241890,litcoin
9/2/2016,3.83675,3.8368,3.80919,3.82457,3.82457,1984050,litcoin
9/3/2016,3.82702,3.90724,3.80685,3.88875,3.88875,2484220,litcoin
9/4/2016,3.8931,4.04032,3.88079,4.01444,4.01444,4834060,litcoin
9/5/2016,4.02154,4.03356,3.96584,3.97919,3.97919,4245990,litcoin
9/6/2016,3.98424,3.98729,3.95192,3.97236,3.97236,1699160,litcoin
9/7/2016,3.98913,4.12653,3.94785,3.96988,3.96988,1988370,litcoin
9/8/2016,3.96945,4.00711,3.95715,3.98834,3.98834,2425520,litcoin
9/9/2016,3.98371,3.98604,3.95935,3.96999,3.96999,1450080,litcoin
9/10/2016,3.97222,3.97796,3.95672,3.96898,3.96898,661652,litcoin
9/11/2016,3.96853,3.99351,3.8535,3.85545,3.85545,2100480,litcoin
9/12/2016,3.87034,3.87034,3.79108,3.82319,3.82319,2454330,litcoin
9/13/2016,3.8318,3.8495,3.80952,3.82171,3.82171,2219650,litcoin
9/14/2016,3.81881,3.84727,3.81881,3.83216,3.83216,1322330,litcoin
9/15/2016,3.83005,3.84339,3.8017,3.81192,3.81192,1793220,litcoin
9/16/2016,3.81537,3.82528,3.80207,3.80619,3.80619,1663730,litcoin
9/17/2016,3.80028,3.82074,3.79659,3.80542,3.80542,1568340,litcoin
9/18/2016,3.8102,4.09223,3.80688,4.0434,4.0434,1727830,litcoin
9/19/2016,4.04262,4.19906,3.82256,3.83116,3.83116,1606420,litcoin
9/20/2016,3.82936,3.85859,3.82361,3.84207,3.84207,2263260,litcoin
9/21/2016,3.86921,3.86921,3.76174,3.84037,3.84037,3853090,litcoin
9/22/2016,3.85651,3.8622,3.76757,3.76757,3.76757,1445220,litcoin
9/23/2016,3.7652,3.8205,3.76075,3.81291,3.81291,1572350,litcoin
9/24/2016,3.81472,3.83544,3.79868,3.80514,3.80514,2118420,litcoin
9/25/2016,3.79601,3.81373,3.7762,3.80838,3.80838,1540650,litcoin
9/26/2016,3.79999,3.86713,3.79574,3.85874,3.85874,2148250,litcoin
9/27/2016,3.85684,3.87376,3.84234,3.85224,3.85224,1734250,litcoin
9/28/2016,3.85058,3.87425,3.83246,3.83761,3.83761,1905040,litcoin
9/29/2016,3.83783,3.86207,3.83302,3.84561,3.84561,1674200,litcoin
9/30/2016,3.8445,3.85248,3.81953,3.8416,3.8416,2104930,litcoin
10/1/2016,3.84776,3.85661,3.8388,3.84922,3.84922,1426340,litcoin
10/2/2016,3.84629,3.87609,3.8156,3.84231,3.84231,1373630,litcoin
10/3/2016,3.85015,3.85302,3.82529,3.83797,3.83797,1207110,litcoin
10/4/2016,3.83891,3.83891,3.81971,3.82303,3.82303,1116870,litcoin
10/5/2016,3.83212,3.85126,3.82589,3.84313,3.84313,1394850,litcoin
10/6/2016,3.84639,3.86006,3.82891,3.84654,3.84654,1415940,litcoin
10/7/2016,3.83852,3.86362,3.83273,3.86229,3.86229,1596220,litcoin
10/8/2016,3.86397,3.86587,3.83681,3.83805,3.83805,1544210,litcoin
10/9/2016,3.84468,3.85089,3.80937,3.81513,3.81513,1239070,litcoin
10/10/2016,3.82321,3.83144,3.7836,3.79517,3.79517,1420790,litcoin
10/11/2016,3.804,3.83729,3.78673,3.81633,3.81633,2025380,litcoin
10/12/2016,3.82044,3.82777,3.75624,3.75851,3.75851,3154520,litcoin
10/13/2016,3.74645,3.92499,3.74558,3.90657,3.90657,3798640,litcoin
10/14/2016,3.91199,3.91705,3.88576,3.8976,3.8976,2142390,litcoin
10/15/2016,3.90036,3.91413,3.86991,3.87243,3.87243,1664980,litcoin
10/16/2016,3.88257,3.90838,3.87767,3.88545,3.88545,2160150,litcoin
10/17/2016,3.89224,3.9157,3.85713,3.91048,3.91048,1716740,litcoin
10/18/2016,3.95415,4.23212,3.83056,3.83958,3.83958,1790400,litcoin
10/19/2016,3.84618,3.85563,3.78404,3.80414,3.80414,2243800,litcoin
10/20/2016,3.80797,3.81868,3.77035,3.779,3.779,2417550,litcoin
10/21/2016,3.79027,3.82814,3.76076,3.80546,3.80546,2881980,litcoin
10/22/2016,3.80969,3.91364,3.79935,3.88546,3.88546,3858130,litcoin
10/23/2016,3.89372,3.94145,3.89192,3.91778,3.91778,3927550,litcoin
10/24/2016,3.9202,3.9202,3.86714,3.86886,3.86886,2999400,litcoin
10/25/2016,3.87133,3.91736,3.86902,3.90441,3.90441,3154970,litcoin
10/26/2016,3.91142,3.9719,3.89538,3.96029,3.96029,5418040,litcoin
10/27/2016,3.96027,4.0639,3.9556,4.0215,4.0215,6216070,litcoin
10/28/2016,4.03587,4.03681,3.95387,3.97322,3.97322,4260230,litcoin
10/29/2016,3.97651,4.10253,3.9721,4.09031,4.09031,5732580,litcoin
10/30/2016,4.09595,4.09715,4.02336,4.03401,4.03401,4364420,litcoin
10/31/2016,4.03708,4.0537,3.98372,3.99396,3.99396,3893350,litcoin
11/1/2016,3.9986,4.14602,3.99106,4.08833,4.08833,4714890,litcoin
11/2/2016,4.09081,4.13099,4.05372,4.1045,4.1045,3646100,litcoin
11/3/2016,4.11298,4.18291,3.81491,3.86133,3.86133,5883490,litcoin
11/4/2016,3.85571,3.88885,3.82296,3.87889,3.87889,3481430,litcoin
11/5/2016,3.87851,3.9275,3.85183,3.86669,3.86669,2318820,litcoin
11/6/2016,3.86028,3.92076,3.83901,3.88925,3.88925,2192880,litcoin
11/7/2016,3.88833,3.88833,3.78871,3.83887,3.83887,2806430,litcoin
11/8/2016,3.83697,3.85727,3.8174,3.84276,3.84276,2493340,litcoin
11/9/2016,3.84603,3.93864,3.81477,3.86461,3.86461,2894790,litcoin
11/10/2016,3.85854,3.86864,3.8136,3.82424,3.82424,2334820,litcoin
11/11/2016,3.83641,3.84113,3.80206,3.81601,3.81601,2124360,litcoin
11/12/2016,3.81437,3.82663,3.75246,3.76388,3.76388,2592430,litcoin
11/13/2016,3.76618,3.91004,3.69194,3.878,3.878,3344370,litcoin
11/14/2016,3.87889,3.89329,3.85799,3.87617,3.87617,2525810,litcoin
11/15/2016,3.88883,3.95728,3.86416,3.89359,3.89359,3032290,litcoin
11/16/2016,3.90046,4.03032,3.89629,4.01948,4.01948,4232760,litcoin
11/17/2016,4.05557,4.07287,3.93789,3.94319,3.94319,3120160,litcoin
11/18/2016,3.95862,4.003,3.94392,3.96132,3.96132,2650960,litcoin
11/19/2016,3.97737,3.98091,3.94062,3.9538,3.9538,2048720,litcoin
11/20/2016,3.96574,3.97288,3.90124,3.92194,3.92194,2680300,litcoin
11/21/2016,3.93212,3.95774,3.91778,3.94488,3.94488,1999840,litcoin
11/22/2016,3.9522,3.97263,3.91449,3.94731,3.94731,2347880,litcoin
11/23/2016,3.96887,3.97066,3.91621,3.92532,3.92532,2184200,litcoin
11/24/2016,3.93211,3.94687,3.89232,3.90769,3.90769,2089790,litcoin
11/25/2016,3.91291,3.92123,3.89312,3.91542,3.91542,2211790,litcoin
11/26/2016,3.92061,3.9285,3.87919,3.89451,3.89451,1782340,litcoin
11/27/2016,3.90792,3.9216,3.87889,3.88293,3.88293,1631940,litcoin
11/28/2016,3.89774,3.91248,3.87773,3.88454,3.88454,1726410,litcoin
11/29/2016,3.89251,3.90081,3.86885,3.87455,3.87455,2436960,litcoin
11/30/2016,3.88781,3.9185,3.88235,3.89379,3.89379,1857280,litcoin
12/1/2016,3.90945,3.91855,3.89495,3.90908,3.90908,1985600,litcoin
12/2/2016,3.91922,3.96133,3.91673,3.94644,3.94644,2559070,litcoin
12/3/2016,3.9496,3.95487,3.91369,3.924,3.924,1805780,litcoin
12/4/2016,3.93236,3.94512,3.89647,3.89961,3.89961,1908090,litcoin
12/5/2016,3.88444,3.92265,3.32781,3.52858,3.52858,11106200,litcoin
12/6/2016,3.48905,3.55772,3.48888,3.53541,3.53541,3007340,litcoin
12/7/2016,3.54108,3.63071,3.51381,3.61595,3.61595,2537240,litcoin
12/8/2016,3.60278,3.73207,3.60278,3.6911,3.6911,2683090,litcoin
12/9/2016,3.69109,3.7138,3.68177,3.69148,3.69148,1758140,litcoin
12/10/2016,3.69489,3.70275,3.63919,3.68027,3.68027,2093810,litcoin
12/11/2016,3.68797,3.68838,3.63205,3.63796,3.63796,1948170,litcoin
12/12/2016,3.64073,3.6673,3.61562,3.66231,3.66231,2465660,litcoin
12/13/2016,3.6655,3.70496,3.64856,3.65028,3.65028,1962750,litcoin
12/14/2016,3.65726,3.65726,3.58669,3.61956,3.61956,2618560,litcoin
12/15/2016,3.61289,3.65454,3.59595,3.62447,3.62447,2679340,litcoin
12/16/2016,3.62715,3.65034,3.61444,3.62818,3.62818,1625780,litcoin
12/17/2016,3.62987,3.70589,3.60652,3.6975,3.6975,2559210,litcoin
12/18/2016,3.70389,3.71252,3.66481,3.67695,3.67695,1951490,litcoin
12/19/2016,3.67721,3.67979,3.64734,3.66262,3.66262,2274070,litcoin
12/20/2016,3.65986,3.66214,3.64302,3.66106,3.66106,2335510,litcoin
12/21/2016,3.66452,3.69471,3.64644,3.65345,3.65345,2913250,litcoin
12/22/2016,3.66561,3.7457,3.65716,3.71168,3.71168,3657740,litcoin
12/23/2016,3.71586,4.65533,3.70963,4.65533,4.65533,15539100,litcoin
12/24/2016,4.64649,4.77201,4.41631,4.55154,4.55154,19773600,litcoin
12/25/2016,4.55545,4.56801,4.22175,4.34722,4.34722,11363100,litcoin
12/26/2016,4.34654,4.47353,4.27716,4.35548,4.35548,7603100,litcoin
12/27/2016,4.36857,4.57596,4.32778,4.4694,4.4694,9294450,litcoin
12/28/2016,4.48757,4.66666,4.48757,4.57135,4.57135,10319300,litcoin
12/29/2016,4.57886,4.62836,4.50921,4.55548,4.55548,9352850,litcoin
12/30/2016,4.56249,4.56484,4.28737,4.39052,4.39052,11912800,litcoin
12/31/2016,4.39233,4.40377,4.28693,4.32529,4.32529,9210720,litcoin
1/1/2017,4.32912,4.52153,4.32871,4.51159,4.51159,11337500,litcoin
1/2/2017,4.52045,4.73766,4.48466,4.64894,4.64894,14595300,litcoin
1/3/2017,4.65588,4.73184,4.56487,4.6262,4.6262,10055700,litcoin
1/4/2017,4.63375,4.83785,4.63375,4.83785,4.83785,13762400,litcoin
1/5/2017,4.91437,4.94586,4.22687,4.29272,4.29272,19196000,litcoin
1/6/2017,4.3024,4.35165,3.84135,3.86126,3.86126,11063700,litcoin
1/7/2017,3.86339,3.95588,3.61359,3.95588,3.95588,14628400,litcoin
1/8/2017,3.95912,4.01557,3.89703,3.99458,3.99458,11728600,litcoin
1/9/2017,3.99698,4.35939,3.9297,4.30196,4.30196,11165200,litcoin
1/10/2017,4.30092,4.68245,4.29112,4.59151,4.59151,15157900,litcoin
1/11/2017,4.59716,4.63622,3.79627,3.84679,3.84679,21863300,litcoin
1/12/2017,3.83671,4.02132,3.78028,3.9628,3.9628,13690900,litcoin
1/13/2017,3.94848,3.96011,3.80136,3.89087,3.89087,7720620,litcoin
1/14/2017,3.89258,3.94604,3.87186,3.90053,3.90053,3999180,litcoin
1/15/2017,3.88878,3.95196,3.8762,3.92584,3.92584,9341360,litcoin
1/16/2017,3.92204,3.9574,3.8733,3.90254,3.90254,8159260,litcoin
1/17/2017,3.9057,3.94532,3.85162,3.93905,3.93905,4816480,litcoin
1/18/2017,3.94225,3.9511,3.78399,3.8382,3.8382,4321020,litcoin
1/19/2017,3.8419,3.92839,3.81076,3.86061,3.86061,4090650,litcoin
1/20/2017,3.85918,3.90945,3.84308,3.89001,3.89001,3427180,litcoin
1/21/2017,3.89257,3.91862,3.89071,3.90451,3.90451,2717700,litcoin
1/22/2017,3.90248,3.91738,3.82428,3.84294,3.84294,2630830,litcoin
1/23/2017,3.85613,3.86211,3.82185,3.83576,3.83576,2725110,litcoin
1/24/2017,3.83527,3.84161,3.78428,3.7861,3.7861,2629220,litcoin
1/25/2017,3.79133,3.802,3.68862,3.71453,3.71453,6863540,litcoin
1/26/2017,3.71444,3.84172,3.70638,3.83432,3.83432,5817220,litcoin
1/27/2017,3.8401,3.86391,3.80559,3.85588,3.85588,5049680,litcoin
1/28/2017,3.85353,3.86716,3.83653,3.85295,3.85295,3305270,litcoin
1/29/2017,3.85244,3.8592,3.83835,3.8521,3.8521,2804420,litcoin
1/30/2017,3.85623,4.02125,3.85596,4.02125,4.02125,10192700,litcoin
1/31/2017,4.0165,4.10098,4.0165,4.07864,4.07864,15799800,litcoin
2/1/2017,4.07604,4.13166,4.03058,4.07533,4.07533,7753930,litcoin
2/2/2017,4.07515,4.09093,4.01694,4.08527,4.08527,5175450,litcoin
2/3/2017,4.08163,4.10735,4.04019,4.08256,4.08256,8548470,litcoin
2/4/2017,4.08451,4.09656,4.01545,4.058,4.058,6926300,litcoin
2/5/2017,4.06511,4.07048,4.01886,4.04292,4.04292,4635400,litcoin
2/6/2017,4.05798,4.07938,4.04054,4.04401,4.04401,4972300,litcoin
2/7/2017,4.05348,4.07875,4.0392,4.04037,4.04037,6570650,litcoin
2/8/2017,4.04974,4.08043,3.9705,4.02317,4.02317,7016980,litcoin
2/9/2017,4.02965,4.08306,3.71397,3.79859,3.79859,21297300,litcoin
2/10/2017,3.80109,3.81088,3.69848,3.77721,3.77721,7918280,litcoin
2/11/2017,3.77722,3.80456,3.76698,3.7931,3.7931,3340840,litcoin
2/12/2017,3.79587,3.79587,3.74592,3.76437,3.76437,2706320,litcoin
2/13/2017,3.76823,3.76948,3.70399,3.71789,3.71789,4721650,litcoin
2/14/2017,3.71529,3.77326,3.70713,3.7708,3.7708,3994400,litcoin
2/15/2017,3.76918,3.81628,3.7556,3.80928,3.80928,2683590,litcoin
2/16/2017,3.79676,3.81978,3.77973,3.78681,3.78681,3991580,litcoin
2/17/2017,3.77838,3.83947,3.77417,3.83036,3.83036,4001350,litcoin
2/18/2017,3.828,3.828,3.7782,3.79103,3.79103,3209270,litcoin
2/19/2017,3.79258,3.79364,3.74472,3.76226,3.76226,2701490,litcoin
2/20/2017,3.76865,3.78444,3.74962,3.76766,3.76766,3128060,litcoin
2/21/2017,3.76362,3.79777,3.75727,3.78328,3.78328,4110740,litcoin
2/22/2017,3.78758,3.84113,3.78112,3.80522,3.80522,4547610,litcoin
2/23/2017,3.80004,3.84723,3.79636,3.84295,3.84295,4096480,litcoin
2/24/2017,3.83092,3.88013,3.81601,3.84672,3.84672,6921090,litcoin
2/25/2017,3.85222,3.85991,3.81456,3.82611,3.82611,3581200,litcoin
2/26/2017,3.81588,3.84742,3.79704,3.82672,3.82672,2688250,litcoin
2/27/2017,3.81343,3.82915,3.79698,3.80274,3.80274,3766590,litcoin
2/28/2017,3.80369,3.81628,3.76414,3.77099,3.77099,4045440,litcoin
3/1/2017,3.77306,3.81441,3.76119,3.7989,3.7989,4405000,litcoin
3/2/2017,3.79529,4.11103,3.77774,3.92423,3.92423,9439480,litcoin
3/3/2017,3.92129,3.99668,3.89802,3.92082,3.92082,7515680,litcoin
3/4/2017,3.91191,3.92246,3.85926,3.884,3.884,3361400,litcoin
3/5/2017,3.8631,3.90156,3.83635,3.90156,3.90156,2836910,litcoin
