Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Close*,Adj Close**
3/16/2018,1310.10,1311.30,1310.10,1311.30,1311.30,34.00,gold,,
3/19/2018,1309.40,1316.90,1307.30,1316.80,1316.80,6.00,gold,,
3/20/2018,1311.10,1311.10,1311.10,1311.10,1311.10,4.00,gold,,
3/21/2018,1312.40,1328.80,1312.40,1320.70,1320.70,34.00,gold,,
3/22/2018,1326.60,1326.60,1326.60,1326.60,1326.60,0.00,gold,,
3/23/2018,1343.20,1349.30,1343.20,1349.30,1349.30,8.00,gold,,
3/26/2018,1348.50,1354.40,1345.10,1354.40,1354.40,10.00,gold,,
3/27/2018,1341.00,1341.30,1341.00,1341.30,1341.30,290889.00,gold,,
3/28/2018,1345.00,1346.40,1322.40,1324.20,1324.20,59284.00,gold,,
3/29/2018,1324.00,1327.10,1321.70,1322.80,1322.80,5585.00,gold,,
4/2/2018,1327.00,1344.20,1324.70,1342.10,1342.10,649.00,gold,,
4/3/2018,1340.40,1341.50,1328.50,1332.80,1332.80,702.00,gold,,
4/4/2018,1331.80,1347.30,1331.60,1335.80,1335.80,718.00,gold,,
4/5/2018,1333.50,1333.70,1322.60,1324.30,1324.30,258.00,gold,,
4/6/2018,1326.50,1333.00,1319.00,1331.90,1331.90,348.00,gold,,
4/9/2018,1333.00,1337.50,1327.00,1336.30,1336.30,290.00,gold,,
4/10/2018,1335.20,1342.00,1333.00,1342.00,1342.00,105.00,gold,,
4/11/2018,1340.10,1365.40,1340.10,1356.50,1356.50,118.00,gold,,
4/12/2018,1351.20,1351.50,1334.60,1338.40,1338.40,34.00,gold,,
4/13/2018,1335.90,1346.00,1335.90,1344.80,1344.80,67.00,gold,,
4/16/2018,1341.00,1348.80,1341.00,1347.50,1347.50,60.00,gold,,
4/17/2018,1348.00,1348.10,1339.00,1347.20,1347.20,409.00,gold,,
4/18/2018,1343.50,1354.20,1343.50,1351.20,1351.20,45.00,gold,,
4/19/2018,1348.60,1355.20,1341.60,1346.80,1346.80,387.00,gold,,
4/20/2018,1342.50,1343.40,1335.30,1336.70,1336.70,310.00,gold,,
4/23/2018,1334.00,1334.40,1322.50,1322.50,1322.50,68.00,gold,,
4/24/2018,1326.40,1331.70,1326.20,1331.40,1331.40,28.00,gold,,
4/25/2018,1324.00,1325.00,1320.00,1321.20,1321.20,278.00,gold,,
4/26/2018,1315.70,1316.30,1315.70,1316.30,1316.30,569.00,gold,,
4/27/2018,1315.30,1321.70,1312.80,1320.30,1320.30,622.00,gold,,
4/30/2018,1309.60,1316.20,1309.60,1316.20,1316.20,49.00,gold,,
5/1/2018,1313.20,1313.80,1303.40,1303.80,1303.80,28.00,gold,,
5/2/2018,1309.00,1309.30,1302.60,1302.60,1302.60,23.00,gold,,
5/3/2018,1310.70,1310.70,1310.70,1310.70,1310.70,4.00,gold,,
5/4/2018,1312.70,1312.70,1312.70,1312.70,1312.70,0.00,gold,,
5/7/2018,1310.60,1312.50,1310.20,1312.20,1312.20,4.00,gold,,
5/8/2018,1310.10,1312.00,1308.50,1312.00,1312.00,337.00,gold,,
5/9/2018,1311.30,1311.30,1311.30,1311.30,1311.30,70.00,gold,,
5/10/2018,1312.20,1320.80,1312.20,1320.80,1320.80,8.00,gold,,
5/11/2018,1319.00,1319.00,1319.00,1319.00,1319.00,3.00,gold,,
5/14/2018,1319.90,1319.90,1316.50,1316.50,1316.50,4.00,gold,,
5/15/2018,1304.60,1304.70,1288.90,1288.90,1288.90,8.00,gold,,
5/16/2018,1290.90,1294.00,1285.40,1290.20,1290.20,26.00,gold,,
5/17/2018,1291.30,1291.30,1288.20,1288.20,1288.20,2.00,gold,,
5/18/2018,1285.20,1290.20,1285.20,1290.20,1290.20,2.00,gold,,
5/21/2018,1287.40,1292.10,1287.40,1290.20,1290.20,52.00,gold,,
5/22/2018,1291.70,1291.70,1291.70,1291.70,1291.70,50.00,gold,,
5/23/2018,1289.30,1289.30,1289.30,1289.30,1289.30,10.00,gold,,
5/24/2018,1303.70,1303.70,1303.70,1303.70,1303.70,0.00,gold,,
5/25/2018,1303.30,1303.30,1303.30,1303.30,1303.30,1.00,gold,,
5/29/2018,1298.70,1298.70,1298.70,1298.70,1298.70,386334.00,gold,,
5/30/2018,1298.00,1303.70,1295.20,1301.50,1301.50,50845.00,gold,,
5/31/2018,1301.00,1306.80,1296.60,1300.10,1300.10,4082.00,gold,,
6/1/2018,1298.60,1299.50,1288.90,1294.80,1294.80,663.00,gold,,
6/4/2018,1293.90,1297.10,1290.00,1293.10,1293.10,144.00,gold,,
6/5/2018,1292.10,1299.80,1289.90,1297.50,1297.50,357.00,gold,,
6/6/2018,1296.10,1300.40,1294.10,1297.10,1297.10,373.00,gold,,
6/7/2018,1298.40,1302.80,1296.20,1298.70,1298.70,79.00,gold,,
6/8/2018,1295.30,1299.40,1294.80,1298.10,1298.10,650.00,gold,,
6/11/2018,1299.30,1302.00,1295.20,1298.90,1298.90,71.00,gold,,
6/12/2018,1297.80,1298.10,1292.70,1295.10,1295.10,153.00,gold,,
6/13/2018,1294.00,1299.40,1290.90,1296.90,1296.90,135.00,gold,,
6/14/2018,1297.20,1307.70,1297.20,1304.00,1304.00,42.00,gold,,
6/15/2018,1297.20,1307.70,1274.00,1274.60,1274.60,589.00,gold,,
6/18/2018,1280.70,1280.70,1276.20,1276.20,1276.20,35.00,gold,,
6/19/2018,1278.70,1281.80,1269.90,1275.60,1275.60,34.00,gold,,
6/20/2018,1274.40,1274.40,1271.20,1271.20,1271.20,7.00,gold,,
6/21/2018,1262.70,1268.90,1260.00,1267.20,1267.20,46.00,gold,,
6/22/2018,1268.10,1270.20,1267.00,1267.40,1267.40,74.00,gold,,
6/25/2018,1270.60,1271.20,1265.60,1265.60,1265.60,37.00,gold,,
6/26/2018,1267.20,1267.20,1256.60,1256.60,1256.60,89.00,gold,,
6/27/2018,1255.50,1255.50,1252.30,1252.80,1252.80,1162.00,gold,,
6/28/2018,1251.70,1251.70,1244.80,1247.80,1247.80,378.00,gold,,
6/29/2018,1250.30,1253.30,1249.10,1251.30,1251.30,48.00,gold,,
7/2/2018,1249.90,1249.90,1239.80,1239.80,1239.80,29.00,gold,,
7/3/2018,,,,,,,gold,,
7/5/2018,1255.50,1257.30,1253.60,1257.30,1257.30,9.00,gold,,
7/6/2018,1255.50,1255.50,1254.30,1254.30,1254.30,7.00,gold,,
7/9/2018,1258.20,1262.30,1257.70,1258.10,1258.10,37.00,gold,,
7/10/2018,1256.20,1256.90,1249.30,1253.80,1253.80,65.00,gold,,
7/11/2018,1253.20,1253.20,1242.80,1242.80,1242.80,30.00,gold,,
7/12/2018,1240.90,1246.70,1240.90,1245.00,1245.00,7.00,gold,,
7/13/2018,1244.70,1247.00,1239.60,1239.60,1239.60,2.00,gold,,
7/16/2018,1242.70,1243.80,1238.10,1238.10,1238.10,2.00,gold,,
7/17/2018,1225.70,1225.70,1225.70,1225.70,1225.70,0.00,gold,,
7/18/2018,1226.70,1226.70,1222.20,1226.30,1226.30,67.00,gold,,
7/19/2018,1227.20,1228.00,1211.70,1222.40,1222.40,33.00,gold,,
7/20/2018,1229.50,1229.50,1229.50,1229.50,1229.50,0.00,gold,,
7/23/2018,1222.00,1224.00,1222.00,1224.00,1224.00,1.00,gold,,
7/24/2018,1223.90,1223.90,1223.90,1223.90,1223.90,0.00,gold,,
7/25/2018,1231.40,1231.40,1231.40,1231.40,1231.40,0.00,gold,,
7/26/2018,1227.80,1227.80,1225.30,1225.30,1225.30,1.00,gold,,
7/27/2018,1222.60,1222.60,1222.60,1222.60,1222.60,254428.00,gold,,
7/30/2018,1222.50,1223.90,1218.10,1221.30,1221.30,62239.00,gold,,
7/31/2018,1220.40,1228.10,1213.00,1223.70,1223.70,2722.00,gold,,
8/1/2018,1222.90,1223.70,1214.40,1217.90,1217.90,1026.00,gold,,
8/2/2018,1214.70,1219.30,1205.80,1210.60,1210.60,411.00,gold,,
8/3/2018,1206.50,1218.60,1205.10,1214.20,1214.20,784.00,gold,,
8/6/2018,1214.40,1214.40,1206.60,1208.60,1208.60,297.00,gold,,
8/7/2018,1207.80,1214.80,1207.80,1209.60,1209.60,715.00,gold,,
8/8/2018,1212.00,1215.20,1205.90,1212.60,1212.60,209.00,gold,,
8/9/2018,1214.50,1215.30,1211.60,1211.90,1211.90,44.00,gold,,
