city_name,country,date,latitude,longitude,temp,humidity,cloudiness,wind_speed
San-Pédro,CI,1612788441,4.7485,-6.6363,83.35,76,19,5.88
Mendi,PG,1612788521,-6.1761,143.6513,58.03,99,99,1.99
Novobirilyussy,RU,1612788521,56.9514,90.6661,29.62,95,100,12.12
Tuktoyaktuk,CA,1612788521,69.4541,-133.0374,-28.48,86,100,7.87
La Unión,PE,1612788521,-5.4,-80.75,76.46,58,55,12.64
Cabo San Lucas,MX,1612788521,22.8909,-109.9124,68.0,60,1,12.66
Hong Kong,HK,1612788267,22.2855,114.1577,69.01,79,100,21.09
Vostok,RU,1612788521,46.4856,135.8833,-9.67,91,100,5.95
Fort Nelson,CA,1612788522,58.8053,-122.7002,-23.8,76,75,2.3
Severiano Melo,BR,1612788522,-5.7772,-37.9578,90.36,42,0,7.52
Panabá,MX,1612788522,21.2833,-88.2667,70.48,96,8,5.91
Katsuura,JP,1612788522,35.1333,140.3,43.0,29,100,1.01
Marawi,PH,1612788522,7.9986,124.2928,79.0,87,100,1.7
Barrow,US,1612788523,71.2906,-156.7887,-34.6,85,1,5.75
Rudnyy,KZ,1612788523,52.9594,63.1206,-0.4,71,0,17.9
Fermoy,IE,1612788523,52.1358,-8.2758,36.0,86,75,16.11
Pokhara,NP,1612788302,28.2333,83.9833,58.08,46,0,2.06
Malbork,PL,1612788523,54.0359,19.0266,17.01,82,100,5.99
Salisbury,GB,1612788523,51.0693,-1.7957,34.0,74,75,20.71
Trelew,AR,1612788523,-43.249,-65.3051,63.48,45,0,20.36
Tura,IN,1612788323,25.5198,90.2201,62.92,36,0,2.28
Fonte Boa,BR,1612788524,-2.4959,-66.2662,79.11,86,100,2.98
Sept-Îles,CA,1612788524,50.2001,-66.3821,19.4,79,100,9.22
Mufumbwe,ZM,1612788524,-13.6833,24.8,79.02,66,11,8.25
Cherskiy,RU,1612788524,68.75,161.3,2.34,67,5,4.76
Hambantota,LK,1612788524,6.1241,81.1185,80.6,89,40,11.5
São João da Barra,BR,1612788524,-21.6403,-41.0511,71.6,94,90,6.91
Lata,PT,1612788524,40.1629,-8.3327,55.99,85,67,4.0
Hasaki,JP,1612788525,35.7333,140.8333,37.99,38,40,11.5
Khani,GE,1612788525,41.9563,42.9566,68.0,42,0,11.5
Shingū,JP,1612788525,33.7333,135.9833,39.15,74,0,6.15
Keti Bandar,PK,1612788525,24.1447,67.4497,74.41,45,0,11.97
Jesenice,SI,1612788525,46.4306,14.0669,39.2,87,75,1.14
Mto wa Mbu,TZ,1612788526,-3.35,35.85,69.46,80,100,1.97
Kutum,SD,1612788526,14.2,24.6667,79.38,13,31,15.01
Makakilo City,US,1612788526,21.3469,-158.0858,64.4,82,20,3.44
Mormugao,IN,1612788526,15.4,73.8,91.4,31,4,9.22
Yumen,CN,1612788526,40.2833,97.2,32.5,71,79,7.56
Mar del Plata,AR,1612788526,-38.0023,-57.5575,64.99,63,40,16.11
Kahului,US,1612788407,20.8947,-156.47,64.4,82,1,5.75
Eureka,US,1612788527,40.8021,-124.1637,43.0,93,100,1.28
Tasiilaq,GL,1612788527,65.6145,-37.6368,23.0,54,20,16.11
Banjar,ID,1612788527,-8.19,114.9675,77.0,94,75,3.44
Luwuk,ID,1612788527,-0.9516,122.7875,78.28,77,100,2.82
Natal,BR,1612788362,-5.795,-35.2094,86.0,62,40,13.8
Hermiston,US,1612788557,45.8404,-119.2895,37.4,70,1,11.5
Mānsa,IN,1612788558,29.9833,75.3833,67.69,27,1,4.47
Payson,US,1612788558,40.0444,-111.7321,37.4,41,1,5.75
Saint George,US,1612788558,37.1041,-113.5841,35.6,44,1,1.41
Methóni,GR,1612788558,36.8197,21.7049,66.2,52,40,10.36
Kemijärvi,FI,1612788558,66.7131,27.4306,14.11,94,41,8.25
Alofi,NU,1612788558,-19.0595,-169.9187,78.8,94,75,4.61
Port Hedland,AU,1612788489,-20.3167,118.5667,82.4,65,0,13.8
Inuvik,CA,1612788559,68.3499,-133.7218,-32.8,68,100,5.75
Egvekinot,RU,1612788559,66.3167,-179.1667,-10.88,84,100,14.97
Mapiripán,CO,1612788559,2.8892,-72.1256,79.3,76,7,6.62
Reconquista,AR,1612788559,-29.15,-59.65,80.69,47,100,5.12
San Cristobal,VE,1612788560,7.7669,-72.225,72.75,63,100,4.21
San Blas,MX,1612788560,21.5167,-105.2667,37.4,100,1,3.6
Harper,LR,1612788560,4.375,-7.7169,82.6,77,98,4.85
Zuwārah,LY,1612788448,32.9312,12.082,67.96,35,0,21.7
San Ramon,US,1612788425,37.7799,-121.978,46.0,87,1,5.75
Klaksvík,FO,1612788560,62.2266,-6.589,37.4,56,75,20.71
Rovaniemi,FI,1612788560,66.5,25.7167,14.0,85,0,5.75
Mont-Dore,NC,1612788560,-22.2833,166.5833,79.0,99,0,3.11
Mirny,RU,1612788561,62.5353,113.9611,-3.33,92,100,4.99
Tomas Oppus,PH,1612788561,10.2506,124.9831,74.7,85,100,3.65
Half Moon Bay,US,1612788561,37.4636,-122.4286,48.0,93,90,4.61
Bluefields,NI,1612788561,12.0137,-83.7635,73.4,100,75,2.98
Morant Bay,JM,1612788561,17.8815,-76.4093,78.8,73,75,11.5
Dingle,PH,1612788562,10.9995,122.6711,72.82,94,100,7.81
Comodoro Rivadavia,AR,1612788562,-45.8667,-67.5,64.4,52,0,9.22
Ban Phaeo,TH,1612788562,13.5907,100.1075,82.99,57,99,10.07
Santa Fe,AR,1612788562,-31.6333,-60.7,84.0,54,0,1.99
Severo-Yeniseyskiy,RU,1612788562,60.3725,93.0408,7.56,95,98,5.39
Ponta do Sol,PT,1612788562,32.6667,-17.1,68.0,68,20,3.44
Macon,US,1612788376,39.8667,-88.9668,10.99,85,90,9.22
Pascagoula,US,1612788563,30.3658,-88.5561,44.6,87,90,4.61
Saint-Joseph,RE,1612788563,-21.3667,55.6167,87.8,55,75,13.8
Pangai,TO,1612788563,-19.8,-174.35,75.2,100,90,11.5
Vestmanna,FO,1612788563,62.1564,-7.1664,37.4,56,75,20.71
Naryan-Mar,RU,1612788564,67.6713,53.087,-12.05,88,100,18.1
Norfolk,US,1612788564,42.1668,-71.2495,18.0,67,1,6.91
Itapeva,BR,1612788564,-23.9822,-48.8756,72.43,60,0,9.75
Shimoda,JP,1612788564,34.6667,138.95,45.09,55,0,20.51
Lewistown,US,1612788564,40.5992,-77.5714,15.01,78,1,1.97
Constitución,CL,1612788489,-35.3333,-72.4167,62.96,76,31,2.15
Ust'-Kut,RU,1612788565,56.7938,105.7672,22.5,96,100,3.83
Iqaluit,CA,1612788565,63.7506,-68.5145,26.6,93,75,2.3
Atambua,ID,1612788565,-9.1061,124.8925,75.51,90,100,3.11
Mahébourg,MU,1612788396,-20.4081,57.7,86.0,66,40,11.5
Buchanan,LR,1612788565,5.8808,-10.0467,89.6,62,75,5.75
Port Hardy,CA,1612788565,50.6996,-127.4199,35.6,93,20,6.91
Luau,AO,1612788565,-10.7073,22.2247,74.55,88,100,9.19
Kirakira,SB,1612788595,-10.4544,161.9205,79.84,80,95,5.91
Muscatine,US,1612788596,41.4667,-91.1335,-0.4,85,90,8.05
North Bend,US,1612788596,43.4065,-124.2243,39.2,93,90,3.44
Turochak,RU,1612788596,52.2576,87.1224,32.81,95,100,4.12
Verkhnevilyuysk,RU,1612788596,63.4453,120.3167,-15.93,89,90,3.49
Cabatuan,PH,1612788596,10.8794,122.486,72.86,92,100,11.59
Verāval,IN,1612788596,20.9,70.3667,75.96,51,0,4.5
Karratha,AU,1612788596,-20.7377,116.8463,80.96,65,0,15.05
Seoul,KR,1612788434,37.5683,126.9778,26.6,46,0,10.36
Solnechnyy,RU,1612788597,50.7214,136.6319,-3.46,87,91,2.98
Mitú,CO,1612788597,1.1983,-70.1733,77.11,87,86,2.21
Tabuk,PH,1612788597,17.4189,121.4443,71.53,89,91,5.7
Puerto Colombia,CO,1612788597,10.9878,-74.9547,77.0,94,87,6.91
Piaçabuçu,BR,1612788597,-10.4056,-36.4344,85.59,57,86,11.25
Ilhabela,BR,1612788598,-23.7781,-45.3581,76.1,74,24,2.64
Aberdeen,GB,1612788598,57.1437,-2.0981,33.01,86,90,9.22
Deputatsky,RU,1612788598,69.3,139.9,-20.6,89,99,3.11
Lanzhou,CN,1612788598,36.0564,103.7922,34.0,32,0,1.25
Florianópolis,BR,1612788598,-27.6146,-48.5012,79.0,61,20,8.05
Xuanwu,CN,1612788598,32.069,118.8138,42.01,60,0,6.71
Udachny,RU,1612788598,66.4167,112.4,-30.73,83,0,4.68
Plettenberg Bay,ZA,1612788599,-34.0527,23.3716,73.44,54,14,6.69
Fuyu,CN,1612788599,45.1833,124.8167,-1.23,91,0,8.52
Morro Bay,US,1612788599,35.3658,-120.8499,50.0,96,8,1.99
Lixouri,GR,1612788599,38.2019,20.4314,62.6,67,40,16.11
Naples,IT,1612788599,40.8333,14.25,57.0,62,75,19.57
Nagapattinam,IN,1612788599,10.7667,79.8333,76.35,69,0,14.36
Okhotsk,RU,1612788600,59.3833,143.3,15.73,89,100,19.26
Herat Province,AF,1612788600,34.5,62.0,62.6,27,75,3.44
Araouane,ML,1612788600,18.9048,-3.5265,78.31,15,0,12.59
Ambon City,ID,1612788600,-3.6954,128.1814,81.0,94,20,5.75
Ca Mau,VN,1612788600,9.1769,105.15,76.78,73,5,7.96
Sambava,MG,1612788600,-14.2667,50.1667,83.73,75,100,5.41
Ballina,AU,1612788600,-28.8667,153.5667,75.2,64,75,16.11
Ikom,NG,1612788601,5.9667,8.7063,106.63,18,97,2.21
Alice Springs,AU,1612788601,-23.7,133.8833,89.6,33,90,8.05
Sungai Raya,ID,1612788603,0.7,108.9,78.82,84,100,9.98
Ginda,IN,1612788603,30.6945,78.4932,51.03,50,0,2.39
Tarauacá,BR,1612788603,-8.1614,-70.7656,76.37,94,100,1.92
Tuatapere,NZ,1612788603,-46.1333,167.6833,60.58,81,100,6.89
Hakkâri Province,TR,1612788603,37.5833,44.1667,33.8,75,40,2.3
Bulgan,MN,1612788604,48.8125,103.5347,12.56,86,0,4.34
Kudahuvadhoo,MV,1612788604,2.6708,72.8944,82.63,78,19,16.04
Galle,LK,1612788604,6.0367,80.217,79.41,82,89,7.52
Fort Dodge,US,1612788604,42.4975,-94.168,-11.2,84,1,5.73
Vieques,PR,1612788605,18.425,-65.8329,77.0,73,40,3.44
Boende,CD,1612788605,-0.2167,20.8667,96.8,24,96,4.63
Usevya,TZ,1612788605,-7.1,31.2333,79.39,70,99,3.62
Tautira,PF,1612788606,-17.7333,-149.15,77.0,83,20,1.14
Ahipara,NZ,1612788606,-35.1667,173.1667,63.59,88,100,5.99
Hay River,CA,1612788636,60.8156,-115.7999,-36.4,67,100,9.22
Uíge,AO,1612788636,-7.6087,15.0613,82.4,65,75,9.22
Bondo,CD,1612788637,3.8146,23.6866,100.35,9,100,2.75
Hibbing,US,1612788637,47.4272,-92.9377,-32.8,84,40,5.14
Lilienthal,DE,1612788637,53.1657,8.9293,28.0,63,75,19.57
Aklavik,CA,1612788637,68.2191,-135.0107,-32.8,68,100,5.75
Labuhan,ID,1612788637,-6.8844,112.2051,79.47,86,100,13.18
Tamsweg,AT,1612788637,47.1281,13.811,33.01,94,90,5.01
Palana,RU,1612788638,59.1167,159.9667,18.36,96,92,21.32
Joensuu,FI,1612788638,62.6012,29.7632,15.01,85,75,8.05
Birao,CF,1612788638,10.2849,22.7882,91.47,11,99,10.45
Clyde River,CA,1612788638,70.4692,-68.5914,-2.2,92,1,21.85
Russell,US,1612788638,32.3502,-85.1999,35.6,93,1,4.56
Lavrentiya,RU,1612788638,65.5833,-171.0,-3.77,83,100,14.14
Saint-François,FR,1612788639,46.4154,3.9054,42.01,81,90,6.91
Umm Kaddadah,SD,1612788639,13.6017,26.6876,84.27,13,0,16.02
Sitka,US,1612788639,57.0531,-135.33,28.4,74,90,14.97
Road Town,VG,1612788611,18.4167,-64.6167,77.0,83,75,19.57
Sabang,ID,1612788639,5.8933,95.3214,82.35,76,0,12.88
Lydenburg,ZA,1612788602,-25.0978,30.4597,86.0,66,87,1.99
Farnham,GB,1612788639,51.2143,-0.7959,32.0,74,75,13.8
Pontes e Lacerda,BR,1612788640,-15.2261,-59.3353,81.23,54,88,1.77
Karasjok,NO,1612788640,69.4719,25.5112,19.4,58,40,16.11
Barguzin,RU,1612788640,53.6167,109.6167,16.11,90,100,1.66
Alenquer,BR,1612788640,-1.9417,-54.7383,80.6,83,75,6.91
Mehrān,IR,1612788640,33.1222,46.1646,60.8,59,0,9.22
Victor Harbor,AU,1612788640,-35.5667,138.6167,66.99,90,99,1.01
Rawson,AR,1612788640,-43.3002,-65.1023,62.56,50,0,20.51
Haapiti,PF,1612788641,-17.5667,-149.8667,77.0,83,20,1.14
Plouzané,FR,1612788386,48.3833,-4.6167,39.2,70,90,12.66
Coyhaique,CL,1612788603,-45.5752,-72.0662,51.8,76,0,3.44
Beni Suef,EG,1612788641,29.0731,31.0979,83.59,14,100,10.96
Porto-Novo,BJ,1612788641,6.4965,2.6036,89.6,62,40,10.36
Mnogovershinnyy,RU,1612788641,53.9353,139.9242,-2.4,93,100,8.57
Macao,MO,1612788641,22.2006,113.5461,69.8,83,20,13.8
Napāsar,IN,1612788642,27.9667,73.55,68.41,23,0,3.51
Sayyan,YE,1612788642,15.1718,44.3244,58.89,38,78,15.66
Buenos Aires,AR,1612788533,-34.6132,-58.3772,69.01,94,75,8.05
Bambanglipuro,ID,1612788642,-7.95,110.2833,77.34,89,100,3.38
San Patricio,US,1612788642,28.017,-97.5169,63.0,88,40,8.05
Lompoc,US,1612788642,34.6391,-120.4579,51.8,87,90,1.39
São José da Coroa Grande,BR,1612788642,-8.8978,-35.1478,84.27,62,16,9.91
Lorengau,PG,1612788643,-2.0226,147.2712,82.83,74,100,7.9
Aykhal,RU,1612788643,66.0,111.5,-27.62,83,61,5.35
San Rafael,AR,1612788643,-34.6177,-68.3301,57.78,66,90,12.01
Cabo Rojo,PR,1612788643,18.0866,-67.1457,78.01,75,97,1.01
Punta Alta,AR,1612788643,-38.8759,-62.0736,63.21,57,99,11.77
Sibu,MY,1612788643,2.3,111.8167,78.8,94,40,3.44
Portland,US,1612788527,45.5234,-122.6762,39.99,81,75,3.44
Saint Anthony,US,1612788644,45.0205,-93.218,-7.6,77,1,5.75
Honiara,SB,1612788674,-9.4333,159.95,79.47,79,85,6.91
Sakaiminato,JP,1612788674,35.55,133.2333,33.8,93,75,10.36
Carballo,ES,1612788674,43.213,-8.691,52.0,85,43,10.0
Caxito,AO,1612788674,-8.5785,13.6643,87.8,58,20,10.36
Dali,CN,1612788674,25.7,100.1833,43.72,80,100,2.62
Pathein,MM,1612788675,16.7833,94.7333,67.91,55,100,5.66
Estevan,CA,1612788675,49.1334,-102.9842,-27.0,68,1,5.75
Fare,PF,1612788675,-16.7,-151.0167,80.65,76,0,13.96
Nouadhibou,MR,1612788675,20.931,-17.0347,71.6,49,0,18.41
Voineasa,RO,1612788675,44.2833,24.1333,44.01,100,90,9.22
Yatou,CN,1612788675,37.15,122.3833,29.32,90,34,5.23
Carpinteria,US,1612788676,34.3989,-119.5185,51.01,35,29,2.82
Leshukonskoye,RU,1612788676,64.8989,45.7622,-21.48,87,95,6.06
Brasília de Minas,BR,1612788676,-16.2064,-44.4333,67.12,96,100,6.85
Kasulu,TZ,1612788676,-4.5767,30.1025,75.2,88,90,1.97
Dehlorān,IR,1612788676,32.6941,47.2679,67.77,45,0,7.36
Saldanha,ZA,1612788676,-33.0117,17.9442,80.6,50,0,24.16
Huarmey,PE,1612788676,-10.0681,-78.1522,72.66,69,100,3.87
Jalu,LY,1612788676,29.0331,21.5482,78.31,19,100,16.67
Loíza,PR,1612788677,18.4313,-65.8802,77.0,73,40,3.44
Bužim,BA,1612788677,45.0547,16.0319,51.85,58,66,9.86
Baruun-Urt,MN,1612788677,46.6806,113.2792,8.2,92,5,12.12
Westport,US,1612788465,41.1415,-73.3579,17.6,53,1,8.05
Tarko-Sale,RU,1612788677,64.9225,77.785,-1.98,92,89,9.01
Esperance,AU,1612788677,-33.8667,121.9,78.8,44,0,13.8
