Date,Open,High,Low,Close*,Adj Close**,Volume
2019-06-05,"2,818.09","2,827.28","2,800.92","2,826.15","2,826.15","3,548,830,000"
2019-06-06,"2,828.51","2,852.10","2,822.45","2,843.49","2,843.49","3,396,410,000"
2019-06-07,"2,852.87","2,884.97","2,852.87","2,873.34","2,873.34","3,220,250,000"
2019-06-10,"2,885.83","2,904.77","2,885.51","2,886.73","2,886.73","3,209,210,000"
2019-06-11,"2,903.27","2,910.61","2,878.53","2,885.72","2,885.72","3,548,420,000"
2019-06-12,"2,882.73","2,888.57","2,874.68","2,879.84","2,879.84","3,034,130,000"
2019-06-13,"2,886.24","2,895.24","2,881.99","2,891.64","2,891.64","3,069,810,000"
2019-06-14,"2,886.82","2,894.45","2,879.62","2,886.98","2,886.98","2,922,330,000"
2019-06-17,"2,889.75","2,897.27","2,887.30","2,889.67","2,889.67","2,810,140,000"
2019-06-18,"2,906.71","2,930.79","2,905.44","2,917.75","2,917.75","3,437,620,000"
2019-06-19,"2,920.55","2,931.74","2,911.43","2,926.46","2,926.46","3,287,890,000"
2019-06-20,"2,949.60","2,958.06","2,931.50","2,954.18","2,954.18","3,905,940,000"
2019-06-21,"2,952.71","2,964.15","2,946.87","2,950.46","2,950.46","5,000,120,000"
2019-06-24,"2,951.42","2,954.92","2,944.05","2,945.35","2,945.35","3,136,250,000"
2019-06-25,"2,945.78","2,946.52","2,916.01","2,917.38","2,917.38","3,578,050,000"
2019-06-26,"2,926.07","2,932.59","2,912.99","2,913.78","2,913.78","3,478,130,000"
2019-06-27,"2,919.66","2,929.30","2,918.57","2,924.92","2,924.92","3,122,920,000"
2019-06-28,"2,932.94","2,943.98","2,929.05","2,941.76","2,941.76","5,420,700,000"
2019-07-01,"2,971.41","2,977.93","2,952.22","2,964.33","2,964.33","3,513,270,000"
2019-07-02,"2,964.66","2,973.21","2,955.92","2,973.01","2,973.01","3,206,840,000"
2019-07-03,"2,978.08","2,995.84","2,977.96","2,995.82","2,995.82","1,963,720,000"
2019-07-05,"2,984.25","2,994.03","2,967.97","2,990.41","2,990.41","2,434,210,000"
2019-07-08,"2,979.77","2,980.76","2,970.09","2,975.95","2,975.95","2,904,550,000"
2019-07-09,"2,965.52","2,981.90","2,963.44","2,979.63","2,979.63","3,028,210,000"
2019-07-10,"2,989.30","3,002.98","2,984.62","2,993.07","2,993.07","3,154,240,000"
2019-07-11,"2,999.62","3,002.33","2,988.80","2,999.91","2,999.91","3,154,620,000"
2019-07-12,"3,003.36","3,013.92","3,001.87","3,013.77","3,013.77","2,974,960,000"
2019-07-15,"3,017.80","3,017.80","3,008.77","3,014.30","3,014.30","2,874,970,000"
2019-07-16,"3,012.13","3,015.02","3,001.15","3,004.04","3,004.04","3,290,650,000"
2019-07-17,"3,005.10","3,005.26","2,984.25","2,984.42","2,984.42","3,181,600,000"
2019-07-18,"2,978.87","2,998.28","2,973.09","2,995.11","2,995.11","3,296,580,000"
2019-07-19,"3,004.26","3,006.02","2,975.86","2,976.61","2,976.61","3,260,360,000"
2019-07-22,"2,981.93","2,990.71","2,976.65","2,985.03","2,985.03","3,003,720,000"
2019-07-23,"2,994.74","3,005.90","2,988.56","3,005.47","3,005.47","3,313,660,000"
2019-07-24,"2,998.77","3,019.59","2,996.82","3,019.56","3,019.56","3,428,980,000"
2019-07-25,"3,016.26","3,016.31","2,997.24","3,003.67","3,003.67","3,645,270,000"
2019-07-26,"3,013.25","3,027.98","3,012.59","3,025.86","3,025.86","3,257,590,000"
2019-07-29,"3,024.47","3,025.61","3,014.30","3,020.97","3,020.97","3,203,710,000"
2019-07-30,"3,007.66","3,017.19","3,000.94","3,013.18","3,013.18","3,634,330,000"
2019-07-31,"3,016.22","3,017.40","2,958.08","2,980.38","2,980.38","4,623,430,000"
2019-08-01,"2,980.32","3,013.59","2,945.23","2,953.56","2,953.56","4,762,300,000"
2019-08-02,"2,943.90","2,945.50","2,914.11","2,932.05","2,932.05","3,874,660,000"
2019-08-05,"2,898.07","2,898.07","2,822.12","2,844.74","2,844.74","4,513,730,000"
2019-08-06,"2,861.18","2,884.40","2,847.42","2,881.77","2,881.77","4,154,240,000"
2019-08-07,"2,858.65","2,892.17","2,825.71","2,883.98","2,883.98","4,491,750,000"
2019-08-08,"2,896.21","2,938.72","2,894.47","2,938.09","2,938.09","4,106,370,000"
2019-08-09,"2,930.51","2,935.75","2,900.15","2,918.65","2,918.65","3,350,640,000"
2019-08-12,"2,907.07","2,907.58","2,873.14","2,882.70","2,882.70","2,851,630,000"
2019-08-13,"2,880.72","2,943.31","2,877.05","2,926.32","2,926.32","3,853,600,000"
2019-08-14,"2,894.15","2,894.15","2,839.64","2,840.60","2,840.60","4,312,530,000"
2019-08-15,"2,846.20","2,856.67","2,825.51","2,847.60","2,847.60","4,038,000,000"
2019-08-16,"2,864.74","2,893.63","2,864.74","2,888.68","2,888.68","3,498,150,000"
2019-08-19,"2,913.48","2,931.00","2,913.48","2,923.65","2,923.65","3,212,880,000"
2019-08-20,"2,919.01","2,923.63","2,899.60","2,900.51","2,900.51","3,066,300,000"
2019-08-21,"2,922.04","2,928.73","2,917.91","2,924.43","2,924.43","3,011,190,000"
2019-08-22,"2,930.94","2,939.08","2,904.51","2,922.95","2,922.95","2,890,880,000"
2019-08-23,"2,911.07","2,927.01","2,834.97","2,847.11","2,847.11","3,937,300,000"
2019-08-26,"2,866.70","2,879.27","2,856.00","2,878.38","2,878.38","2,857,600,000"
2019-08-27,"2,893.14","2,898.79","2,860.59","2,869.16","2,869.16","3,533,630,000"
2019-08-28,"2,861.28","2,890.03","2,853.05","2,887.94","2,887.94","3,097,420,000"
2019-08-29,"2,910.37","2,930.50","2,905.67","2,924.58","2,924.58","3,176,190,000"
2019-08-30,"2,937.09","2,940.43","2,913.32","2,926.46","2,926.46","3,008,450,000"
2019-09-03,"2,909.01","2,914.39","2,891.85","2,906.27","2,906.27","3,426,790,000"
2019-09-04,"2,924.67","2,938.84","2,921.86","2,937.78","2,937.78","3,163,260,000"
2019-09-05,"2,960.60","2,985.86","2,960.60","2,976.00","2,976.00","3,890,700,000"
2019-09-06,"2,980.33","2,985.03","2,972.51","2,978.71","2,978.71","3,208,280,000"
2019-09-09,"2,988.43","2,989.43","2,969.39","2,978.43","2,978.43","4,002,890,000"
2019-09-10,"2,971.01","2,979.39","2,957.01","2,979.39","2,979.39","4,390,770,000"
2019-09-11,"2,981.41","3,000.93","2,975.31","3,000.93","3,000.93","3,927,550,000"
2019-09-12,"3,009.08","3,020.74","3,000.92","3,009.57","3,009.57","3,791,860,000"
2019-09-13,"3,012.21","3,017.33","3,002.90","3,007.39","3,007.39","3,520,060,000"
2019-09-16,"2,996.41","3,002.19","2,990.67","2,997.96","2,997.96","4,274,640,000"
2019-09-17,"2,995.67","3,006.21","2,993.73","3,005.70","3,005.70","3,671,840,000"
2019-09-18,"3,001.50","3,007.83","2,978.57","3,006.73","3,006.73","3,435,540,000"
2019-09-19,"3,010.36","3,021.99","3,003.16","3,006.79","3,006.79","3,251,290,000"
2019-09-20,"3,008.42","3,016.37","2,984.68","2,992.07","2,992.07","6,094,740,000"
2019-09-23,"2,983.50","2,999.15","2,982.23","2,991.78","2,991.78","3,186,590,000"
2019-09-24,"3,002.43","3,007.98","2,957.73","2,966.60","2,966.60","3,868,160,000"
2019-09-25,"2,968.35","2,989.82","2,952.86","2,984.87","2,984.87","3,318,870,000"
2019-09-26,"2,985.73","2,987.28","2,963.71","2,977.62","2,977.62","3,077,240,000"
2019-09-27,"2,985.47","2,987.31","2,945.53","2,961.79","2,961.79","3,243,650,000"
2019-09-30,"2,967.07","2,983.85","2,967.07","2,976.74","2,976.74","3,247,610,000"
2019-10-01,"2,983.69","2,992.53","2,938.70","2,940.25","2,940.25","3,558,040,000"
2019-10-02,"2,924.78","2,924.78","2,874.93","2,887.61","2,887.61","3,912,520,000"
2019-10-03,"2,885.38","2,911.13","2,855.94","2,910.63","2,910.63","3,503,640,000"
2019-10-04,"2,918.56","2,953.74","2,918.56","2,952.01","2,952.01","2,990,830,000"
2019-10-07,"2,944.23","2,959.75","2,935.68","2,938.79","2,938.79","2,940,140,000"
2019-10-08,"2,920.40","2,925.47","2,892.66","2,893.06","2,893.06","3,356,450,000"
2019-10-09,"2,911.10","2,929.32","2,907.41","2,919.40","2,919.40","2,726,820,000"
2019-10-10,"2,918.55","2,948.46","2,917.12","2,938.13","2,938.13","3,217,250,000"
2019-10-11,"2,963.07","2,993.28","2,963.07","2,970.27","2,970.27","3,580,460,000"
2019-10-14,"2,965.81","2,972.84","2,962.94","2,966.15","2,966.15","2,557,020,000"
2019-10-15,"2,973.61","3,003.28","2,973.61","2,995.68","2,995.68","3,340,740,000"
2019-10-16,"2,989.68","2,997.54","2,985.20","2,989.69","2,989.69","3,222,570,000"
2019-10-17,"3,000.77","3,008.29","2,991.79","2,997.95","2,997.95","3,115,960,000"
2019-10-18,"2,996.84","3,000.00","2,976.31","2,986.20","2,986.20","3,264,290,000"
2019-10-21,"2,996.48","3,007.33","2,995.35","3,006.72","3,006.72","3,271,620,000"
2019-10-22,"3,010.73","3,014.57","2,995.04","2,995.99","2,995.99","3,523,890,000"
2019-10-23,"2,994.01","3,004.78","2,991.21","3,004.52","3,004.52","3,392,870,000"
2019-10-24,"3,014.78","3,016.07","3,000.42","3,010.29","3,010.29","3,692,600,000"
2019-10-25,"3,003.32","3,027.39","3,001.94","3,022.55","3,022.55","3,370,370,000"
2019-10-28,"3,032.12","3,044.08","3,032.12","3,039.42","3,039.42","3,521,230,000"
2019-10-29,"3,035.39","3,047.87","3,034.81","3,036.89","3,036.89","3,589,930,000"
2019-10-30,"3,039.74","3,050.10","3,025.96","3,046.77","3,046.77","3,776,030,000"
2019-10-31,"3,046.90","3,046.90","3,023.19","3,037.56","3,037.56","4,139,280,000"
2019-11-01,"3,050.72","3,066.95","3,050.72","3,066.91","3,066.91","3,930,200,000"
2019-11-04,"3,078.96","3,085.20","3,074.87","3,078.27","3,078.27","4,146,850,000"
2019-11-05,"3,080.80","3,083.95","3,072.15","3,074.62","3,074.62","4,486,130,000"
2019-11-06,"3,075.10","3,078.34","3,065.89","3,076.78","3,076.78","4,458,190,000"
2019-11-07,"3,087.02","3,097.77","3,080.23","3,085.18","3,085.18","4,144,640,000"
2019-11-08,"3,081.25","3,093.09","3,073.58","3,093.08","3,093.08","3,499,150,000"
2019-11-11,"3,080.33","3,088.33","3,075.82","3,087.01","3,087.01","3,035,530,000"
2019-11-12,"3,089.28","3,102.61","3,084.73","3,091.84","3,091.84","3,466,010,000"
2019-11-13,"3,084.18","3,098.06","3,078.80","3,094.04","3,094.04","3,509,280,000"
2019-11-14,"3,090.75","3,098.20","3,083.26","3,096.63","3,096.63","3,276,070,000"
2019-11-15,"3,107.92","3,120.46","3,104.60","3,120.46","3,120.46","3,335,650,000"
2019-11-18,"3,117.91","3,124.17","3,112.06","3,122.03","3,122.03","3,436,690,000"
2019-11-19,"3,127.45","3,127.64","3,113.47","3,120.18","3,120.18","3,590,070,000"
2019-11-20,"3,114.66","3,118.97","3,091.41","3,108.46","3,108.46","4,034,890,000"
2019-11-21,"3,108.49","3,110.11","3,094.55","3,103.54","3,103.54","3,720,560,000"
2019-11-22,"3,111.41","3,112.87","3,099.26","3,110.29","3,110.29","3,226,780,000"
2019-11-25,"3,117.44","3,133.83","3,117.44","3,133.64","3,133.64","3,511,530,000"
2019-11-26,"3,134.85","3,142.69","3,131.00","3,140.52","3,140.52","4,595,590,000"
2019-11-27,"3,145.49","3,154.26","3,143.41","3,153.63","3,153.63","3,033,090,000"
2019-11-29,"3,147.18","3,150.30","3,139.34","3,140.98","3,140.98","1,743,020,000"
2019-12-02,"3,143.85","3,144.31","3,110.78","3,113.87","3,113.87","3,268,740,000"
2019-12-03,"3,087.41","3,094.97","3,070.33","3,093.20","3,093.20","3,653,390,000"
2019-12-04,"3,103.50","3,119.38","3,102.53","3,112.76","3,112.76","3,695,030,000"
2019-12-05,"3,119.21","3,119.45","3,103.76","3,117.43","3,117.43","3,355,750,000"
2019-12-06,"3,134.62","3,150.60","3,134.62","3,145.91","3,145.91","3,479,480,000"
2019-12-09,"3,141.86","3,148.87","3,135.46","3,135.96","3,135.96","3,345,990,000"
2019-12-10,"3,135.36","3,142.12","3,126.09","3,132.52","3,132.52","3,343,790,000"
2019-12-11,"3,135.75","3,143.98","3,133.21","3,141.63","3,141.63","3,252,540,000"
2019-12-12,"3,141.23","3,176.28","3,138.47","3,168.57","3,168.57","3,990,690,000"
2019-12-13,"3,166.65","3,182.68","3,156.51","3,168.80","3,168.80","3,736,870,000"
2019-12-16,"3,183.63","3,197.71","3,183.63","3,191.45","3,191.45","4,051,790,000"
2019-12-17,"3,195.40","3,198.22","3,191.03","3,192.52","3,192.52","3,837,540,000"
2019-12-18,"3,195.21","3,198.48","3,191.14","3,191.14","3,191.14","4,014,080,000"
2019-12-19,"3,192.32","3,205.48","3,192.32","3,205.37","3,205.37","3,720,450,000"
2019-12-20,"3,223.33","3,225.65","3,216.03","3,221.22","3,221.22","6,454,270,000"
2019-12-23,"3,226.05","3,227.78","3,222.30","3,224.01","3,224.01","3,060,610,000"
2019-12-24,"3,225.45","3,226.43","3,220.51","3,223.38","3,223.38","1,296,540,000"
2019-12-26,"3,227.20","3,240.08","3,227.20","3,239.91","3,239.91","2,160,680,000"
2019-12-27,"3,247.23","3,247.93","3,234.37","3,240.02","3,240.02","2,428,670,000"
2019-12-30,"3,240.09","3,240.92","3,216.57","3,221.29","3,221.29","3,013,290,000"
2019-12-31,"3,215.18","3,231.72","3,212.03","3,230.78","3,230.78","2,893,810,000"
2020-01-02,"3,244.67","3,258.14","3,235.53","3,257.85","3,257.85","3,458,250,000"
2020-01-03,"3,226.36","3,246.15","3,222.34","3,234.85","3,234.85","3,461,290,000"
2020-01-06,"3,217.55","3,246.84","3,214.64","3,246.28","3,246.28","3,674,070,000"
2020-01-07,"3,241.86","3,244.91","3,232.43","3,237.18","3,237.18","3,420,380,000"
2020-01-08,"3,238.59","3,267.07","3,236.67","3,253.05","3,253.05","3,720,890,000"
2020-01-09,"3,266.03","3,275.58","3,263.67","3,274.70","3,274.70","3,638,390,000"
2020-01-10,"3,281.81","3,282.99","3,260.86","3,265.35","3,265.35","3,212,970,000"
2020-01-13,"3,271.13","3,288.13","3,268.43","3,288.13","3,288.13","3,456,380,000"
2020-01-14,"3,285.35","3,294.25","3,277.19","3,283.15","3,283.15","3,665,130,000"
2020-01-15,"3,282.27","3,298.66","3,280.69","3,289.29","3,289.29","3,716,840,000"
2020-01-16,"3,302.97","3,317.11","3,302.82","3,316.81","3,316.81","3,535,080,000"
2020-01-17,"3,323.66","3,329.88","3,318.86","3,329.62","3,329.62","3,698,170,000"
2020-01-21,"3,321.03","3,329.79","3,316.61","3,320.79","3,320.79","4,105,340,000"
2020-01-22,"3,330.02","3,337.77","3,320.04","3,321.75","3,321.75","3,619,850,000"
2020-01-23,"3,315.77","3,326.88","3,301.87","3,325.54","3,325.54","3,764,860,000"
2020-01-24,"3,333.10","3,333.18","3,281.53","3,295.47","3,295.47","3,707,130,000"
2020-01-27,"3,247.16","3,258.85","3,234.50","3,243.63","3,243.63","3,823,100,000"
2020-01-28,"3,255.35","3,285.78","3,253.22","3,276.24","3,276.24","3,526,720,000"
2020-01-29,"3,289.46","3,293.47","3,271.89","3,273.40","3,273.40","3,584,500,000"
2020-01-30,"3,256.45","3,285.91","3,242.80","3,283.66","3,283.66","3,787,250,000"
2020-01-31,"3,282.33","3,282.33","3,214.68","3,225.52","3,225.52","4,527,830,000"
2020-02-03,"3,235.66","3,268.44","3,235.66","3,248.92","3,248.92","3,757,910,000"
2020-02-04,"3,280.61","3,306.92","3,280.61","3,297.59","3,297.59","3,995,320,000"
2020-02-05,"3,324.91","3,337.58","3,313.75","3,334.69","3,334.69","4,117,730,000"
2020-02-06,"3,344.92","3,347.96","3,334.39","3,345.78","3,345.78","3,868,370,000"
2020-02-07,"3,335.54","3,341.42","3,322.12","3,327.71","3,327.71","3,730,650,000"
2020-02-10,"3,318.28","3,352.26","3,317.77","3,352.09","3,352.09","3,450,350,000"
2020-02-11,"3,365.87","3,375.63","3,352.72","3,357.75","3,357.75","3,760,550,000"
2020-02-12,"3,370.50","3,381.47","3,369.72","3,379.45","3,379.45","3,926,380,000"
2020-02-13,"3,365.90","3,385.09","3,360.52","3,373.94","3,373.94","3,498,240,000"
2020-02-14,"3,378.08","3,380.69","3,366.15","3,380.16","3,380.16","3,398,040,000"
2020-02-18,"3,369.04","3,375.01","3,355.61","3,370.29","3,370.29","3,746,720,000"
2020-02-19,"3,380.39","3,393.52","3,378.83","3,386.15","3,386.15","3,600,150,000"
2020-02-20,"3,380.45","3,389.15","3,341.02","3,373.23","3,373.23","4,007,320,000"
2020-02-21,"3,360.50","3,360.76","3,328.45","3,337.75","3,337.75","3,899,270,000"
2020-02-24,"3,257.61","3,259.81","3,214.65","3,225.89","3,225.89","4,842,960,000"
2020-02-25,"3,238.94","3,246.99","3,118.77","3,128.21","3,128.21","5,591,510,000"
2020-02-26,"3,139.90","3,182.51","3,108.99","3,116.39","3,116.39","5,478,110,000"
2020-02-27,"3,062.54","3,097.07","2,977.39","2,978.76","2,978.76","7,058,840,000"
2020-02-28,"2,916.90","2,959.72","2,855.84","2,954.22","2,954.22","8,563,850,000"
2020-03-02,"2,974.28","3,090.96","2,945.19","3,090.23","3,090.23","6,376,400,000"
2020-03-03,"3,096.46","3,136.72","2,976.63","3,003.37","3,003.37","6,355,940,000"
2020-03-04,"3,045.75","3,130.97","3,034.38","3,130.12","3,130.12","5,035,480,000"
2020-03-05,"3,075.70","3,083.04","2,999.83","3,023.94","3,023.94","5,575,550,000"
2020-03-06,"2,954.20","2,985.93","2,901.54","2,972.37","2,972.37","6,552,140,000"
2020-03-09,"2,863.89","2,863.89","2,734.43","2,746.56","2,746.56","8,423,050,000"
2020-03-10,"2,813.48","2,882.59","2,734.00","2,882.23","2,882.23","7,635,960,000"
2020-03-11,"2,825.60","2,825.60","2,707.22","2,741.38","2,741.38","7,374,110,000"
2020-03-12,"2,630.86","2,660.95","2,478.86","2,480.64","2,480.64","8,829,380,000"
2020-03-13,"2,569.99","2,711.33","2,492.37","2,711.02","2,711.02","8,258,670,000"
2020-03-16,"2,508.59","2,562.98","2,380.94","2,386.13","2,386.13","7,781,540,000"
2020-03-17,"2,425.66","2,553.93","2,367.04","2,529.19","2,529.19","8,358,500,000"
2020-03-18,"2,436.50","2,453.57","2,280.52","2,398.10","2,398.10","8,755,780,000"
2020-03-19,"2,393.48","2,466.97","2,319.78","2,409.39","2,409.39","7,946,710,000"
2020-03-20,"2,431.94","2,453.01","2,295.56","2,304.92","2,304.92","9,044,690,000"
2020-03-23,"2,290.71","2,300.73","2,191.86","2,237.40","2,237.40","7,402,180,000"
2020-03-24,"2,344.44","2,449.71","2,344.44","2,447.33","2,447.33","7,547,350,000"
2020-03-25,"2,457.77","2,571.42","2,407.53","2,475.56","2,475.56","8,285,670,000"
2020-03-26,"2,501.29","2,637.01","2,500.72","2,630.07","2,630.07","7,753,160,000"
2020-03-27,"2,555.87","2,615.91","2,520.02","2,541.47","2,541.47","6,194,330,000"
2020-03-30,"2,558.98","2,631.80","2,545.28","2,626.65","2,626.65","5,746,220,000"
2020-03-31,"2,614.69","2,641.39","2,571.15","2,584.59","2,584.59","6,568,290,000"
2020-04-01,"2,498.08","2,522.75","2,447.49","2,470.50","2,470.50","5,947,900,000"
2020-04-02,"2,458.54","2,533.22","2,455.79","2,526.90","2,526.90","6,454,990,000"
2020-04-03,"2,514.92","2,538.18","2,459.96","2,488.65","2,488.65","6,087,190,000"
2020-04-06,"2,578.28","2,676.85","2,574.57","2,663.68","2,663.68","6,391,860,000"
2020-04-07,"2,738.65","2,756.89","2,657.67","2,659.41","2,659.41","7,040,720,000"
2020-04-08,"2,685.00","2,760.75","2,663.30","2,749.98","2,749.98","5,856,370,000"
2020-04-09,"2,776.99","2,818.57","2,762.36","2,789.82","2,789.82","7,880,140,000"
2020-04-13,"2,782.46","2,782.46","2,721.17","2,761.63","2,761.63","5,274,310,000"
2020-04-14,"2,805.10","2,851.85","2,805.10","2,846.06","2,846.06","5,567,400,000"
2020-04-15,"2,795.64","2,801.88","2,761.54","2,783.36","2,783.36","5,203,390,000"
2020-04-16,"2,799.34","2,806.51","2,764.32","2,799.55","2,799.55","5,179,990,000"
2020-04-17,"2,842.43","2,879.22","2,830.88","2,874.56","2,874.56","5,792,140,000"
2020-04-20,"2,845.62","2,868.98","2,820.43","2,823.16","2,823.16","5,220,160,000"
2020-04-21,"2,784.81","2,785.54","2,727.10","2,736.56","2,736.56","5,075,830,000"
2020-04-22,"2,787.89","2,815.10","2,775.95","2,799.31","2,799.31","5,049,660,000"
2020-04-23,"2,810.42","2,844.90","2,794.26","2,797.80","2,797.80","5,756,520,000"
2020-04-24,"2,812.64","2,842.71","2,791.76","2,836.74","2,836.74","5,374,480,000"
2020-04-27,"2,854.65","2,887.72","2,852.89","2,878.48","2,878.48","5,194,260,000"
2020-04-28,"2,909.96","2,921.15","2,860.71","2,863.39","2,863.39","5,672,880,000"
2020-04-29,"2,918.46","2,954.86","2,912.16","2,939.51","2,939.51","6,620,140,000"
2020-04-30,"2,930.91","2,930.91","2,892.47","2,912.43","2,912.43","6,523,120,000"
2020-05-01,"2,869.09","2,869.09","2,821.61","2,830.71","2,830.71","4,753,160,000"
2020-05-04,"2,815.01","2,844.24","2,797.85","2,842.74","2,842.74","4,723,140,000"
2020-05-05,"2,868.88","2,898.23","2,863.55","2,868.44","2,868.44","5,129,590,000"
2020-05-06,"2,883.14","2,891.11","2,847.65","2,848.42","2,848.42","4,861,920,000"
2020-05-07,"2,878.26","2,901.92","2,876.48","2,881.19","2,881.19","5,164,640,000"
2020-05-08,"2,908.83","2,932.16","2,902.88","2,929.80","2,929.80","4,857,160,000"
2020-05-11,"2,915.46","2,944.25","2,903.44","2,930.19","2,930.19","4,807,320,000"
2020-05-12,"2,939.50","2,945.82","2,869.59","2,870.12","2,870.12","5,107,710,000"
2020-05-13,"2,865.86","2,874.14","2,793.15","2,820.00","2,820.00","6,143,130,000"
2020-05-14,"2,794.54","2,852.80","2,766.64","2,852.50","2,852.50","5,641,920,000"
2020-05-15,"2,829.95","2,865.01","2,816.78","2,863.70","2,863.70","5,477,040,000"
2020-05-18,"2,913.86","2,968.09","2,913.86","2,953.91","2,953.91","6,364,290,000"
2020-05-19,"2,948.59","2,964.21","2,922.35","2,922.94","2,922.94","4,969,330,000"
2020-05-20,"2,953.63","2,980.29","2,953.63","2,971.61","2,971.61","4,992,970,000"
2020-05-21,"2,969.95","2,978.50","2,938.57","2,948.51","2,948.51","4,966,940,000"
2020-05-22,"2,948.05","2,956.76","2,933.59","2,955.45","2,955.45","3,952,800,000"
2020-05-26,"3,004.08","3,021.72","2,988.17","2,991.77","2,991.77","5,837,060,000"
2020-05-27,"3,015.65","3,036.25","2,969.75","3,036.13","3,036.13","6,371,230,000"
2020-05-28,"3,046.61","3,068.67","3,023.40","3,029.73","3,029.73","5,402,670,000"
2020-05-29,"3,025.17","3,049.17","2,998.61","3,044.31","3,044.31","7,275,080,000"
2020-06-01,"3,038.78","3,062.18","3,031.54","3,055.73","3,055.73","4,673,410,000"
2020-06-02,"3,064.78","3,081.07","3,051.64","3,080.82","3,080.82","5,187,230,000"
2020-06-03,"3,098.90","3,130.94","3,098.90","3,122.87","3,122.87","5,989,560,000"
2020-06-04,"3,111.56","3,128.91","3,090.41","3,112.35","3,112.35","6,428,130,000"
2020-06-05,"3,163.84","3,211.72","3,163.84","3,193.93","3,193.93","8,617,590,000"
2020-06-08,"3,199.92","3,233.13","3,196.00","3,232.39","3,232.39","8,437,380,000"
2020-06-09,"3,213.32","3,222.71","3,193.11","3,207.18","3,207.18","6,382,620,000"
2020-06-10,"3,213.42","3,223.27","3,181.49","3,190.14","3,190.14","6,570,840,000"
2020-06-11,"3,123.53","3,123.53","2,999.49","3,002.10","3,002.10","7,018,890,000"
2020-06-12,"3,071.04","3,088.42","2,984.47","3,041.31","3,041.31","5,832,250,000"
2020-06-15,"2,993.76","3,079.76","2,965.66","3,066.59","3,066.59","5,740,660,000"
2020-06-16,"3,131.00","3,153.45","3,076.06","3,124.74","3,124.74","5,829,240,000"
2020-06-17,"3,136.13","3,141.16","3,108.03","3,113.49","3,113.49","4,549,390,000"
2020-06-18,"3,101.64","3,120.00","3,093.51","3,115.34","3,115.34","4,429,030,000"
2020-06-19,"3,140.29","3,155.53","3,083.11","3,097.74","3,097.74","8,327,780,000"
2020-06-22,"3,094.42","3,120.92","3,079.39","3,117.86","3,117.86","4,665,380,000"
2020-06-23,"3,138.70","3,154.90","3,127.12","3,131.29","3,131.29","4,704,830,000"
2020-06-24,"3,114.40","3,115.01","3,032.13","3,050.33","3,050.33","5,587,200,000"
2020-06-25,"3,046.60","3,086.25","3,024.01","3,083.76","3,083.76","4,815,420,000"
2020-06-26,"3,073.20","3,073.73","3,004.63","3,009.05","3,009.05","8,098,120,000"
2020-06-29,"3,018.59","3,053.89","2,999.74","3,053.24","3,053.24","4,462,770,000"
2020-06-30,"3,050.20","3,111.51","3,047.83","3,100.29","3,100.29","4,696,280,000"
2020-07-01,"3,105.92","3,128.44","3,101.17","3,115.86","3,115.86","4,443,130,000"
2020-07-02,"3,143.64","3,165.81","3,124.52","3,130.01","3,130.01","4,190,830,000"
2020-07-06,"3,155.29","3,182.59","3,155.29","3,179.72","3,179.72","4,736,450,000"
2020-07-07,"3,166.44","3,184.15","3,142.93","3,145.32","3,145.32","4,563,700,000"
2020-07-08,"3,153.07","3,171.80","3,136.53","3,169.94","3,169.94","4,927,700,000"
2020-07-09,"3,176.17","3,179.78","3,115.70","3,152.05","3,152.05","4,829,020,000"
2020-07-10,"3,152.47","3,186.82","3,136.22","3,185.04","3,185.04","4,515,340,000"
2020-07-13,"3,205.08","3,235.32","3,149.43","3,155.22","3,155.22","4,890,780,000"
2020-07-14,"3,141.11","3,200.95","3,127.66","3,197.52","3,197.52","4,476,170,000"
2020-07-15,"3,225.98","3,238.28","3,200.76","3,226.56","3,226.56","4,669,760,000"
2020-07-16,"3,208.36","3,220.39","3,198.59","3,215.57","3,215.57","3,961,230,000"
2020-07-17,"3,224.21","3,233.52","3,205.65","3,224.73","3,224.73","3,993,830,000"
2020-07-20,"3,224.29","3,258.61","3,215.16","3,251.84","3,251.84","3,971,200,000"
2020-07-21,"3,268.52","3,277.29","3,247.77","3,257.30","3,257.30","4,547,960,000"
2020-07-22,"3,254.86","3,279.32","3,253.10","3,276.02","3,276.02","4,255,190,000"
2020-07-23,"3,271.64","3,279.99","3,222.66","3,235.66","3,235.66","4,290,460,000"
2020-07-24,"3,218.58","3,227.26","3,200.05","3,215.63","3,215.63","3,894,900,000"
2020-07-27,"3,219.84","3,241.43","3,214.25","3,239.41","3,239.41","3,963,910,000"
2020-07-28,"3,234.27","3,243.72","3,216.17","3,218.44","3,218.44","4,027,890,000"
2020-07-29,"3,227.22","3,264.74","3,227.22","3,258.44","3,258.44","4,676,300,000"
2020-07-30,"3,231.76","3,250.92","3,204.13","3,246.22","3,246.22","4,254,010,000"
2020-07-31,"3,270.45","3,272.17","3,220.26","3,271.12","3,271.12","5,117,260,000"
2020-08-03,"3,288.26","3,302.73","3,284.53","3,294.61","3,294.61","4,643,640,000"
2020-08-04,"3,289.92","3,306.84","3,286.37","3,306.51","3,306.51","4,621,670,000"
2020-08-05,"3,317.37","3,330.77","3,317.37","3,327.77","3,327.77","4,732,220,000"
2020-08-06,"3,323.17","3,351.03","3,318.14","3,349.16","3,349.16","4,267,490,000"
